"","B2Bcontrolrep1","B2Bcontrolrep2","B2BNicotine125rep1","B2BNicotine125rep2","B2BNicotine250rep1","B2BNicotine250rep2","Hcontrolrep1","Hcontrolrep2","Hcontrol125rep1","Hcontrol125rep2","Hcontrol250rep1","Hcontrol250rep2"
"ENSG00000175262",1,3,0,1,1,2,3,1,6,0,0,1
"ENSG00000215785",0,0,0,0,0,2,1,0,0,0,0,0
"ENSG00000120948",6679,11237,9018,8741,7474,13917,7870,10294,13416,10496,14321,16344
"ENSG00000009724",13,26,24,14,17,31,14,15,40,12,52,59
"ENSG00000116649",2993,4836,4220,4447,3291,5708,3227,4344,5408,3929,4977,5735
"ENSG00000171824",3001,4985,4015,3863,3259,5875,3149,4130,5383,4016,5409,6122
"ENSG00000226849",1,2,0,2,2,4,1,1,2,2,7,6
"ENSG00000230337",2,1,2,3,3,2,4,2,3,6,7,1
"ENSG00000198793",3950,6802,5697,5398,5414,8752,4417,5732,8323,6214,8138,8951
"ENSG00000225602",0,2,0,0,0,1,0,1,0,0,1,0
"ENSG00000253086",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000171819",0,1,1,1,1,2,0,3,0,2,2,2
"ENSG00000207451",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238173",1,4,0,1,0,3,1,2,2,2,5,1
"ENSG00000120942",1027,1804,1537,1490,1344,2301,1202,1582,1966,1489,1946,2180
"ENSG00000238199",7,18,5,13,4,9,7,14,10,2,10,14
"ENSG00000284646",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224338",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204624",2,1,2,6,15,17,5,7,43,24,65,85
"ENSG00000285833",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235643",0,1,0,0,0,1,2,1,0,0,2,2
"ENSG00000284708",1,2,1,0,1,1,0,2,3,1,8,5
"ENSG00000116661",18,25,20,31,59,88,52,97,133,93,178,258
"ENSG00000132879",365,537,502,536,514,896,622,722,1012,695,1401,1706
"ENSG00000116663",95,178,112,147,141,310,141,161,223,180,315,402
"ENSG00000116670",2539,4424,3860,3751,3663,6182,3142,4018,5504,4164,6420,8158
"ENSG00000162490",3,1,11,7,8,7,17,20,38,20,50,40
"ENSG00000177674",1452,2450,1891,2012,2134,3310,1706,2137,3098,2411,4248,5659
"ENSG00000215910",0,0,0,1,0,0,0,0,0,1,0,1
"ENSG00000177553",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177000",246,458,306,280,431,713,360,437,754,474,771,985
"ENSG00000011021",411,735,509,556,603,1156,443,533,875,576,887,1062
"ENSG00000276470",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278852",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175206",2,4,2,0,1,9,1,1,2,1,0,0
"ENSG00000275915",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120937",1707,2825,3524,3969,2470,5009,4514,5878,6592,4972,6711,5950
"ENSG00000224904",9,14,15,8,9,11,8,5,11,11,7,20
"ENSG00000285646",5,25,9,11,6,16,10,7,24,7,17,15
"ENSG00000199347",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201801",0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000116685",2606,4412,3561,3775,3951,6605,3170,4120,6014,4281,6282,8071
"ENSG00000083444",8295,14651,11462,11858,12144,21575,9550,12867,15926,11792,19193,23227
"ENSG00000287384",0,0,0,0,0,3,1,0,2,1,4,4
"ENSG00000116688",5951,10461,8625,8428,7811,12868,7176,8985,12207,9016,12053,13813
"ENSG00000270914",1,2,2,3,2,6,3,1,2,2,2,0
"ENSG00000116691",1328,1944,1502,1702,1453,2356,922,1219,1757,1196,1919,2370
"ENSG00000202461",0,1,0,0,0,0,0,0,1,0,0,1
"ENSG00000276869",0,1,0,0,0,1,0,1,1,0,0,0
"ENSG00000243539",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120949",117,228,182,166,139,231,10,9,9,12,18,18
"ENSG00000201135",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227875",0,1,0,0,1,0,0,0,1,0,0,0
"ENSG00000285604",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283789",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000028137",79,132,136,133,141,240,182,291,358,283,515,608
"ENSG00000263676",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225196",0,0,1,0,0,1,1,0,0,0,0,0
"ENSG00000252969",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000048707",1526,2706,2237,2125,2277,3725,1685,2067,3117,2320,3883,4347
"ENSG00000239149",7,9,10,4,2,16,3,3,10,9,16,13
"ENSG00000229484",0,0,0,0,3,0,0,0,0,0,0,0
"ENSG00000162496",95,172,113,114,194,240,184,179,611,438,1466,2097
"ENSG00000221340",0,0,0,0,0,2,0,0,0,0,0,2
"ENSG00000276830",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000272482",2,0,1,2,4,0,0,1,6,3,5,8
"ENSG00000204518",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226166",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188984",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000157330",0,1,3,0,0,4,0,1,2,2,0,2
"ENSG00000116726",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116721",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000228338",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239810",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231103",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179172",631,1062,884,873,759,1375,617,830,1195,933,1228,1345
"ENSG00000120952",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000243073",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187545",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204510",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207434",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234064",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232423",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274178",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274764",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277058",97,187,122,133,129,194,104,119,171,152,176,218
"ENSG00000229571",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277862",0,0,0,0,1,1,0,0,0,0,0,1
"ENSG00000236179",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275774",296,505,368,385,352,572,284,373,508,449,536,621
"ENSG00000229978",0,0,0,0,1,1,0,0,0,0,0,1
"ENSG00000233336",0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000280267",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179412",103,196,131,143,136,206,105,126,180,163,182,223
"ENSG00000204505",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279169",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000279804",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250894",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270601",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231219",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207511",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182330",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237700",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204501",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228229",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204481",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000204480",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204479",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204478",0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000162494",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259961",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215909",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000162493",30,60,167,170,506,799,987,1355,2181,1711,3388,4031
"ENSG00000222952",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237445",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253085",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116731",752,1283,1202,1008,999,1743,932,1251,1774,1406,1884,2125
"ENSG00000189337",1096,1856,1544,1487,1160,2101,1183,1499,1952,1330,1901,2102
"ENSG00000252151",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231606",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234593",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000235829",0,2,1,0,0,1,1,0,0,0,0,0
"ENSG00000287756",0,0,0,0,0,0,1,0,0,1,0,0
"ENSG00000175147",0,0,1,2,0,4,1,2,6,4,8,4
"ENSG00000171729",833,1411,1125,1133,1055,1787,896,1285,1679,1316,1986,2483
"ENSG00000204464",0,1,0,0,1,0,1,0,0,0,0,0
"ENSG00000215720",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278480",0,1,0,1,0,0,1,0,0,0,3,1
"ENSG00000142621",4,3,6,7,4,8,10,16,20,21,22,41
"ENSG00000233485",1,0,1,0,0,0,0,0,0,0,0,1
"ENSG00000236045",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228140",2,1,3,1,6,2,2,3,11,9,11,14
"ENSG00000142634",2533,3949,3426,3605,3756,6050,3723,4949,6587,5026,7783,9869
"ENSG00000162438",4,7,1,2,5,10,6,5,12,3,14,7
"ENSG00000142615",0,4,3,2,1,6,0,1,2,0,0,5
"ENSG00000215704",0,0,1,0,0,0,0,0,0,3,0,3
"ENSG00000132906",574,1061,822,784,918,1448,565,720,1107,782,1149,1394
"ENSG00000116138",798,1519,1089,1022,1028,1878,786,1033,1380,847,1495,1610
"ENSG00000251866",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272510",0,0,0,0,0,2,0,0,0,0,1,0
"ENSG00000116771",137,219,169,179,154,267,232,259,345,268,336,382
"ENSG00000237301",5,3,3,2,2,3,5,2,2,2,13,5
"ENSG00000235084",1111,1907,1610,1638,1555,2512,1763,2192,3005,2287,3456,4144
"ENSG00000252417",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236500",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197312",922,1739,1354,1351,1173,2453,1068,1469,1762,1525,2457,2572
"ENSG00000215695",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271742",0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000116786",3603,5835,4551,4824,4436,7640,4357,5336,7385,5395,8154,10120
"ENSG00000237938",11,15,10,15,6,24,13,14,20,14,21,23
"ENSG00000162461",4,19,11,21,22,33,8,16,40,14,62,43
"ENSG00000224459",3,2,2,4,3,2,1,3,8,2,2,8
"ENSG00000162460",0,0,0,0,0,1,0,1,1,0,0,3
"ENSG00000162458",337,564,496,503,564,873,977,1260,1658,1245,2434,3241
"ENSG00000224321",1062,1825,1474,1440,1193,2155,1150,1477,2038,1562,1983,2437
"ENSG00000233954",1366,2170,1818,1800,1517,2800,1206,1560,2035,1541,2321,2840
"ENSG00000178715",782,1190,931,988,914,1403,560,716,967,723,1154,1337
"ENSG00000179743",86,132,125,130,124,195,89,106,144,124,185,235
"ENSG00000065526",2040,3311,2786,2605,2456,4656,2726,3375,4872,3340,5055,5611
"ENSG00000270620",0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000116809",764,1117,869,1005,853,1525,778,1002,1333,928,1576,1737
"ENSG00000234607",0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000231353",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275503",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224966",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183888",0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000233078",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173641",0,0,0,0,0,0,3,1,0,0,0,2
"ENSG00000186510",8,14,14,9,9,22,5,2,8,4,6,13
"ENSG00000232456",52,42,44,55,50,90,12,21,26,29,62,128
"ENSG00000184908",14,33,17,22,36,56,13,6,16,7,26,32
"ENSG00000185519",112,148,146,161,177,283,68,69,123,80,227,358
"ENSG00000142627",3343,5616,5076,4987,4873,8175,7538,10060,11987,8340,10229,11956
"ENSG00000227959",3,7,10,6,1,23,1,10,5,9,16,7
"ENSG00000224621",1,3,5,7,2,3,4,4,6,7,10,5
"ENSG00000234166",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142632",446,763,580,560,567,932,471,547,892,676,1056,1313
"ENSG00000237276",20,20,17,17,18,19,13,9,24,24,37,34
"ENSG00000288398",68,123,86,105,91,166,64,119,130,108,197,231
"ENSG00000132881",83,141,134,110,106,204,81,119,123,97,153,175
"ENSG00000233929",172,305,275,246,255,481,228,307,421,288,524,539
"ENSG00000037637",1098,1967,1527,1535,1396,2423,1400,1647,2341,1620,2635,3039
"ENSG00000055070",4129,7054,5858,5902,5360,9080,5222,6849,8776,6778,9217,10842
"ENSG00000226457",318,536,425,465,415,723,315,349,500,393,541,653
"ENSG00000187144",0,0,1,0,0,2,0,1,1,0,0,0
"ENSG00000157191",3153,5509,4325,4339,4041,6930,3279,4200,5622,4258,6218,7459
"ENSG00000226029",7,12,9,6,9,11,12,12,12,11,20,19
"ENSG00000080947",87,106,74,82,74,165,61,80,147,69,142,160
"ENSG00000206652",1,5,3,10,0,3,2,5,5,3,11,1
"ENSG00000261135",4,8,3,9,2,10,1,2,3,4,5,3
"ENSG00000285853",1,4,0,4,1,7,1,2,0,2,2,1
"ENSG00000224174",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233421",52,71,50,59,60,106,28,42,85,43,76,107
"ENSG00000277344",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225710",25,70,54,30,27,55,37,64,67,48,76,72
"ENSG00000219481",5563,10011,8067,7618,7139,13360,5256,6663,10055,7283,10315,11499
"ENSG00000271732",0,3,0,0,0,2,0,0,0,0,1,3
"ENSG00000215908",687,1014,818,745,746,1655,664,905,1481,802,1567,1626
"ENSG00000283773",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186301",11,24,15,19,16,38,16,42,88,47,97,102
"ENSG00000282143",10,9,7,10,4,7,0,5,3,4,11,9
"ENSG00000207513",1,8,4,6,1,3,2,2,3,1,9,5
"ENSG00000280114",19,51,36,26,22,38,33,54,55,36,58,49
"ENSG00000236698",698,1165,988,970,771,1404,702,887,1152,901,1060,1139
"ENSG00000268869",0,0,0,0,1,2,1,1,4,1,1,2
"ENSG00000279151",2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282740",10,8,7,8,4,9,0,5,3,6,5,7
"ENSG00000058453",583,840,765,745,778,1510,504,701,1191,716,1240,1477
"ENSG00000227684",0,2,3,3,5,8,1,0,1,0,7,1
"ENSG00000207389",4,7,4,5,2,2,2,3,6,1,9,1
"ENSG00000186715",16,30,25,27,20,33,22,39,91,42,88,124
"ENSG00000223643",0,0,0,0,0,2,0,0,0,0,0,1
"ENSG00000230239",1,9,3,1,2,7,0,10,6,0,1,6
"ENSG00000263811",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228549",83,126,94,104,107,177,39,67,119,58,125,156
"ENSG00000277234",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238142",11,26,20,40,24,37,16,23,23,19,34,50
"ENSG00000235241",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207005",4,3,8,8,1,2,3,2,6,3,6,4
"ENSG00000272426",0,0,2,2,0,3,0,0,1,0,0,0
"ENSG00000117122",22,24,31,26,41,53,150,200,283,224,507,677
"ENSG00000286898",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226526",0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000159363",1246,2044,1782,1852,1984,3238,1144,1451,2133,1482,3101,3616
"ENSG00000288636",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117118",4234,7209,5617,5766,4641,8263,3836,4886,6160,4891,6650,7869
"ENSG00000117115",17,43,39,27,74,104,40,27,57,47,162,221
"ENSG00000204362",5,10,5,12,7,16,21,27,24,20,25,14
"ENSG00000282843",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142623",0,2,2,1,1,2,6,3,7,4,6,11
"ENSG00000142619",9,17,11,10,10,27,8,16,34,30,56,65
"ENSG00000266634",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000159339",3,3,15,8,2,12,3,2,0,5,4,4
"ENSG00000276747",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179051",5030,8431,6897,6919,6688,11212,5898,7740,10992,7789,11269,13042
"ENSG00000227751",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000074964",431,695,603,562,622,1022,469,690,887,639,1211,1498
"ENSG00000236648",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117148",10,10,7,4,6,10,3,4,7,5,6,8
"ENSG00000284653",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261781",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117154",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280222",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230035",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225387",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179023",12,15,6,8,8,22,17,8,23,23,34,34
"ENSG00000235282",0,1,1,1,2,2,0,2,5,0,5,2
"ENSG00000225478",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000009709",0,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000179002",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000159423",1153,1974,1590,1734,1725,2921,838,1105,1675,1296,2017,2483
"ENSG00000265606",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000221662",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169991",434,729,627,638,688,1197,655,967,1229,872,1382,1581
"ENSG00000272084",12,28,15,31,13,41,42,35,59,42,77,89
"ENSG00000127481",7102,12155,10038,9183,9853,16754,7833,10722,15053,10258,15762,16819
"ENSG00000230424",5,6,11,4,5,10,6,9,7,5,8,17
"ENSG00000127463",4220,7507,5959,5843,6008,10380,5835,7594,9852,6977,11039,11964
"ENSG00000053372",2474,4232,3673,3579,2736,4872,2745,3537,4422,3397,4022,4582
"ENSG00000286064",5,14,12,8,10,18,22,17,24,11,21,18
"ENSG00000211454",107,196,184,179,173,281,127,156,234,142,250,315
"ENSG00000162482",85,157,104,121,128,214,78,125,154,98,204,256
"ENSG00000270728",25,45,27,30,29,66,22,25,39,32,44,43
"ENSG00000053371",1352,2125,1859,1998,1999,3199,1241,1684,2348,1806,2730,3232
"ENSG00000200403",1,4,4,2,1,0,0,1,4,1,0,0
"ENSG00000040487",836,1333,1136,1116,1129,1765,1062,1390,1745,1257,2080,2537
"ENSG00000077549",6355,11427,8829,8595,7509,13164,7431,9665,12707,9354,13225,16088
"ENSG00000240490",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173436",539,948,742,697,702,1131,541,753,971,772,1148,1347
"ENSG00000201609",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000235185",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000158747",2313,3899,3177,3376,3174,5182,2196,2961,3686,2696,3764,4603
"ENSG00000270136",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226396",789,1120,948,928,811,1502,656,838,969,757,1154,1461
"ENSG00000158748",1,3,1,5,4,17,6,9,10,15,26,43
"ENSG00000162542",253,471,361,359,343,610,427,561,699,551,940,1182
"ENSG00000178828",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000235434",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169914",328,536,420,417,406,907,376,505,831,447,923,888
"ENSG00000188784",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242688",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188257",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000127472",0,0,0,1,0,1,0,0,0,0,0,0
"ENSG00000117215",0,0,0,0,0,4,0,0,0,0,0,0
"ENSG00000158786",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227066",0,1,0,0,0,0,0,0,0,1,1,1
"ENSG00000187980",0,0,0,0,0,2,0,0,3,0,0,0
"ENSG00000162543",0,0,0,0,0,0,0,0,1,1,0,0
"ENSG00000228105",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284710",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000158816",0,1,0,0,0,3,1,1,3,1,2,2
"ENSG00000226664",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236963",1,0,0,0,0,0,0,1,0,1,2,1
"ENSG00000226487",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284641",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284743",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162545",30,57,112,105,142,251,197,259,449,360,682,823
"ENSG00000090432",1513,2766,2142,2244,1945,3238,1586,2048,2764,2041,2938,3452
"ENSG00000215520",0,0,0,0,0,0,1,0,0,0,0,1
"ENSG00000183114",13,19,8,19,15,22,10,20,22,15,56,70
"ENSG00000158825",61,125,65,88,58,105,133,149,149,137,164,203
"ENSG00000158828",1608,2681,1979,2265,2116,3206,1361,1788,2207,1704,2299,2895
"ENSG00000284005",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117242",122,195,154,169,125,241,133,151,244,136,189,237
"ENSG00000244038",7838,14054,10239,10835,10895,19505,9834,13022,17455,12223,20660,23402
"ENSG00000117245",12,25,16,14,18,26,19,24,37,15,31,28
"ENSG00000235432",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000189410",122,189,184,177,163,301,124,152,140,102,146,181
"ENSG00000233069",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000127483",5598,9406,7600,7322,6838,13157,7183,8839,12823,9097,13987,15499
"ENSG00000075151",4829,8180,6638,6348,5707,10651,4822,6254,8644,6649,9126,10434
"ENSG00000251914",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221808",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233072",0,0,0,2,0,0,0,0,2,0,0,1
"ENSG00000236073",0,0,0,0,0,0,1,1,0,0,1,0
"ENSG00000235112",0,0,0,0,0,1,0,2,0,0,2,0
"ENSG00000287192",1,1,2,1,0,3,0,2,0,3,1,1
"ENSG00000117298",5516,9507,7511,7754,8464,14644,6138,8255,10784,7175,12889,14761
"ENSG00000236936",0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000231105",0,3,0,2,0,2,1,0,1,1,1,2
"ENSG00000236216",63,95,88,76,91,134,66,66,91,72,99,122
"ENSG00000228823",8,11,6,8,9,15,17,20,18,14,13,22
"ENSG00000236009",0,0,1,2,2,2,1,1,0,0,0,2
"ENSG00000227001",115,201,165,140,142,229,100,146,239,158,246,271
"ENSG00000187952",248,388,378,377,412,606,403,590,768,563,855,1044
"ENSG00000186543",1,6,2,9,4,14,3,6,9,5,7,15
"ENSG00000142794",1165,2165,1741,1655,1647,3002,1068,1489,2294,1584,2609,3117
"ENSG00000176378",0,0,0,1,0,0,0,2,0,0,1,0
"ENSG00000162551",0,2,1,2,1,3,7,2,11,6,19,21
"ENSG00000233431",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000076864",42,53,55,77,95,153,80,117,142,106,189,233
"ENSG00000090686",2527,4469,3502,3419,3211,6073,2777,3730,5029,4017,5710,6369
"ENSG00000231978",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187942",4,12,3,6,9,14,6,7,17,5,29,23
"ENSG00000142798",8805,12933,12682,11442,14494,23587,7347,9452,13969,9082,17990,19040
"ENSG00000232037",1064,1867,1486,1335,1203,2232,1322,1584,2167,1723,2427,2973
"ENSG00000283234",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219073",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285959",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273610",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201919",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142789",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278124",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201273",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228397",2,0,0,2,0,4,0,0,3,0,0,1
"ENSG00000218510",25,25,28,26,20,53,19,21,41,14,42,34
"ENSG00000070831",9647,16561,13949,13663,11984,19894,10917,13778,18568,14619,18560,21722
"ENSG00000285752",12,16,13,10,14,16,6,9,15,14,16,34
"ENSG00000285794",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230068",0,0,0,1,2,0,1,2,3,0,2,2
"ENSG00000271428",0,1,0,3,0,0,0,0,1,0,0,1
"ENSG00000162552",15,11,10,10,18,18,20,28,34,20,60,83
"ENSG00000285873",2,4,6,0,1,4,2,2,1,2,9,8
"ENSG00000266564",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234397",616,1020,821,744,653,1201,1020,1277,1635,1307,1764,2231
"ENSG00000279625",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184677",796,1373,1051,997,984,1749,826,1069,1563,1078,1753,1871
"ENSG00000237200",2,1,5,3,7,5,0,6,4,3,9,4
"ENSG00000070886",0,0,0,0,0,0,0,1,1,0,1,4
"ENSG00000276835",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173372",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000159189",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173369",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000133216",606,1003,1062,910,1175,2039,723,957,1355,956,1717,1994
"ENSG00000265422",0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000225952",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264014",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215906",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227868",0,0,4,0,2,1,0,0,0,0,1,0
"ENSG00000004487",4777,8455,6636,6503,6418,10923,4990,6310,8850,6893,9151,11124
"ENSG00000240553",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263793",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266802",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169641",3937,6979,5573,5576,5137,8580,4951,6148,8351,6478,8171,8953
"ENSG00000229010",0,0,0,0,0,2,1,1,0,2,0,0
"ENSG00000206935",0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000252578",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179546",254,410,296,290,323,498,190,232,312,237,460,561
"ENSG00000215381",9,10,7,11,5,8,9,9,10,8,13,18
"ENSG00000261326",115,152,95,137,67,139,119,135,181,111,191,243
"ENSG00000284726",15,29,20,19,22,18,18,14,28,24,32,59
"ENSG00000125944",8393,14140,12355,12006,9127,17043,10174,13256,17523,14049,17156,18981
"ENSG00000125945",604,1057,779,748,720,1175,520,655,952,738,984,1112
"ENSG00000249087",31,71,36,46,34,51,29,31,59,23,64,53
"ENSG00000201405",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271420",0,0,0,1,0,0,0,0,0,0,0,0
